Station,Provenance,Description,Ligne de Provenance,ID Zone arret ICAR,ID Ligne de Provenance
Dugommier,Charles de Gaulle Etoile,"En queue, un escalier montant pour les sorties boulevard de Reuilly, rue de Charenton, rue Dubrunfaut.",6,42869,C01376
Dugommier,Nation (6 par Denfert-Rochereau),"En tête, un escalier montant pour les sorties boulevard de Reuilly, rue de Charenton, rue Dubrunfaut.",6,42869,C01376
Dupleix,Charles de Gaulle Etoile,"On arrive sur un quai aérien.
Au troisième tiers, un escalator qui arrive du bas, parallèle au quai, ouvert vers la tête pour les voyageurs qui arrivent sur le quai.
En queue, un escalier descendant pour les sorties.
La sortie se fait en descendant et en tournant deux fois sur la droite.
A l'extérieur on arrive sur le terre-plein du boulevard de Grenelle, côté pair à gauche, côté impair à droite. A gauche, la rue de Lourmel, rue Viala. A droite, la rue Humblot.",6,42871,C01376
Dupleix,Nation (6 par Denfert-Rochereau),"On arrive sur un quai aérien.
Au premier tiers, un escalator qui arrive du bas, parallèle au quai, ouvert vers la queue pour les voyageurs qui arrivent sur le quai.
En tête, un escalier descendant pour les sorties.
La sortie se fait en descendant et en tournant deux fois sur la gauche.
A l'extérieur on arrive sur le terre-plein du boulevard de Grenelle, côté pair à gauche, côté impair à droite. A gauche, la rue de Lourmel, rue Viala. A droite, la rue Humblot.",6,42871,C01376
Duroc,Asnières-Genevilliers - Les Courtilles,"En tête, dans le prolongement du quai, un escalier montant, pour la ligne 10, et les sorties rue de Sèvres, boulevard des Invalides, boulevard du Montparnasse.",T1,42874,C01389
Duroc,Boulogne,"En tête, dans le prolongement du quai, un escalier montant, pour la ligne 13, et les sorties rue de Sèvres, boulevard des Invalides, boulevard du Montparnasse.",10,42874,C01380
Duroc,Châtillon - Montrouge,"En queue, dans le prolongement du quai, un escalier montant, pour la ligne 10, et les sorties rue de Sèvres, boulevard des Invalides, boulevard du Montparnasse.",T6,42874,C01794
Duroc,Gare d'Austerlitz,"En queue, dans le prolongement du quai, un escalier montant, pour la ligne 13, et les sorties rue de Sèvres, boulevard des Invalides, boulevard du Montparnasse.",10,42874,C01380
École Militaire,Balard,"En queue, un escalier montant dans le prolongement du quai, légèrement en biais sur la droite pour les sorties avenue Bosquet, la Tour Effel, avenue Duquesne, boulevard des Invalides, avenue de la Motte Picquet.
Note, Pour retourner sur l'autre quai, il faut repasser aux composteurs.",8,42885,C01378
École Militaire,Créteil - Pointe du Lac,"En tête, un escalier montant dans le prolongement du quai, légèrement en biais sur la droite pour les sorties avenue Bosquet, la Tour Effel, avenue Duquesne, boulevard des Invalides.
Au troisième tiers, une porte battante pour les sorties avenue de la Motte-Picquet et le bus 28.
Note, Pour retourner sur l'autre quai, il faut repasser aux composteurs.",8,42885,C01378
École Vétérinaire de Maisons-Alfort,Balard,"En tête, dans le prolongement du quai, une sortie pour l'avenue du général Leclerc par l'escalator et les bus 104, 125, 181.
A la fin du premier tiers, un couloir perpendiculaire au quai qui tourne ensuite à droite pour les sorties Carrefour de la Résistance, école Nationale Vétérinaire, musée Fragonard, avenue du général Leclerc.

Au troisième tiers, un couloir perpendiculaire au quai qui tourne ensuite à gauche pour les sorties Carrefour de la Résistance, école Nationale Vétérinaire, musée Fragonard, avenue du général Leclerc.",8,42889,C01378
École Vétérinaire de Maisons-Alfort,Créteil - Pointe du Lac,"Au premier tiers, un couloir perpendiculaire au quai qui tourne ensuite à droite pour les sorties Carrefour de la Résistance, école Nationale Vétérinaire, musée Fragonard, avenue du général Leclerc.
Au début du troisième tiers, un couloir perpendiculaire au quai qui tourne ensuite à gauche pour les sorties Carrefour de la Résistance, école Nationale Vétérinaire, musée Fragonard, avenue du général Leclerc et les bus 104, 125, 185.",8,42889,C01378
Edgar Quinet,Charles de Gaulle Etoile,"En queue, un couloir perpendiculaire au quai pour les sorties Boulevard Edgar Quinet, place Mourlot, rue de la Gaîté, rue du Montparnasse.",6,45313,C01376
Edgar Quinet,Nation (6 par Denfert-Rochereau),"En tête, un couloir perpendiculaire au quai pour les sorties Boulevard Edgar Quinet, place Mourlot, rue de la Gaîté, rue du Montparnasse.",6,45313,C01376
Église d'Auteuil,Gare d'Austerlitz,"En tête, dans le prolongement du quai, le quai est séparé en deux par une grille avec deux portes battantes pour la sortie rue Théodore Rivière et un peu plus avancés sur le quai, deux composteurs.
En queue, dans le prolongement du quai, un escalier montant, légèrement en biais vers 11 H, pour la sortie rue Wilhem.",10,42947,C01380
Église de Pantin,Bobigny,"En tÃªte, dans le prolongement du quai, un escalier montant, parallÃ¨le au quai, pour les sorties Jules Auffret et rue Delizy.
En queue, dans le prolongement du quai, un peu en biais sur la gauche, un escalier montant pour les sorties rue Jean Lolive, rue Charles Auray et la gare routiÃ¨re.",5,42949,C01375
Église de Pantin,Place d'Italie,"En tÃªte, dans le prolongement du quai, un peu en biais sur la droite, un escalier montant pour les sorties rue Jean Lolive, rue Charles Auray et la gare routiÃ¨re.
En tÃªte, un couloir perpendiculaire au quai pour les mÃªmes sorties par lâ€™escalator.
En queue, dans le prolongement du quai, un escalier montant, parallÃ¨le au quai, pour les sorties Jules Auffret et rue Delizy.",5,42949,C01375
Ella Fitzgerald,Porte de Vincennes,"Parallèlement à gauche, les rails du T3B en direction de porte de Vincennes et le parc de la Villette.
Parallèlement à droite, la rue de la Clôture au numéro 18.",T3b,58499,C01679
Ella Fitzgerald,Porte D'Asnières - Marguerite Long,"Parallèlement à gauche, les rails du T3B, en direction de porte d’Asnières et la rue de la Clôture au numéro 18.
Parallèlement à droite, un grillage qui sépare du parc de la Villette.",T3b,58499,C01679
Esplanade de La Défense,Château de Vincennes,"On sort du métro par la porte opposée, sur un double quai, face au quai en direction de Château de Vincennes.
En tête, dans le prolongement du quai, un escalier montant et à sa droite un escalator montant pour les sorties Courbevoie quartier Ibis et Puteaux quartier Michelet.
A la fin du premier tiers, un escalier montant parallèle au quai, ouverture vers la tête pour les sorties quai de Dion-Bouton quartier Bellini et quai Paul Doumer quartier Saisons.
A la fin du deuxième tiers, un escalier montant, parallèle au quai, ouverture vers la queue pour les sorties quai de Dion-Bouton quartier Bellini et quai Paul Doumer quartier Saisons.
Au troisième tiers, un ascenseur central, ouverture des portes vers la queue.
En queue, dans le prolongement du quai, une baie vitrée.",1,42962,C01371
Esplanade de La Défense,La Défense Grande Arche,"On sort du métro par la porte opposée, sur un double quai, face au quai en direction de la Défense.
En tête, dans le prolongement du quai, une baie vitrée.
Au premier tiers, un ascenseur central, ouverture des portes vers la tête.
Au début du deuxième tiers, un escalier montant, parallèle au quai, ouverture vers la tête pour les sorties quai de Dion-Bouton quartier Bellini et quai Paul Doumer quartier Saisons.
Au début du troisième tiers, un escalier montant parallèle au quai, ouverture vers la queue pour les sorties quai de Dion-Bouton quartier Bellini et quai Paul Doumer quartier Saisons.
En queue, dans le prolongement du quai, un escalier montant et à sa droite un escalator montant pour les sorties Courbevoie quartier Ibis et Puteaux quartier Michelet.",1,42962,C01371
Étienne Marcel,Porte de Clignancourt,"En tÃªte, un escalier montant dans le prolongement du quai pour les sorties rue Turbigo, rue Ã‰tienne Marcel, rue Aux Ours.",4,44082,C01374
Étienne Marcel,Bagneux - Lucie Aubrac,"En queue, un escalier montant dans le prolongement du quai pour les sorties rue Turbigo, rue Ã‰tienne Marcel, rue Aux Ours.",4,44082,C01374
Europe,Galiéni,"Au milieu, un double escalier montant, perpendiculaire au quai pour les sorties place de l'Europe et rue de Madrid.",3,53484,C01373
Europe,Pont de Levallois,"Au milieu du quai, un couloir de quelques mètres, perpendiculaire au quai suivi à gauche, d'un escalier montant pour les sorties place de l'Europe et rue de Madrid.",3,53484,C01373
Exelmans,Mairie de Montreuil,"En tête, le couloir est séparé en deux avec :
Contre le mur, deux composteurs et contre la voie, séparé par une grille, une porte battante suivie d'un escalier montant pour les sorties Claude Lorrain, hôpital Henri Dunant.
Note : le passage entre la voie et la grille est très étroit.
En queue, un court couloir suivi d'un escalier montant pour les sorties boulevard Exelmans et rue Michel-Ange.",9,42977,C01379
Exelmans,Pont de Sèvres,"En tête, un court couloir suivi d'un escalier montant pour les sorties boulevard Exelmans et rue Michel-Ange.
En queue, le couloir est séparé en deux avec :
Contre le mur, deux composteurs et contre la voie, séparé par une grille, une porte battante suivie d'un escalier montant pour les sorties Claude Lorrain, hôpital Henri Dunant.
Note : le passage entre la voie et la grille est très étroit.",9,42977,C01379
Faidherbe - Chaligny,Balard,"En tête, dans le prolongement du quai, un escalier montant pour les sorties rue Faidherbe et rue Chaligny.
En queue, un couloir suivi immédiatement d'un escalier montant pour les sorties rue du faubourg Saint-Antoine et pour l'hôpital Saint-Antoine.",8,42980,C01378
Faidherbe - Chaligny,Créteil - Pointe du Lac,"En tête, un couloir pour les sorties rue du faubourg Saint-Antoine et pour l'hôpital Saint-Antoine.
En queue, dans le prolongement du quai, un escalier montant pour les sorties rue Faidherbe et rue Chaligny.",8,42980,C01378
Falguière,Mairie d'Issy,"En queue, un double escalier montant pour les sorties place Camille Claudel, la rue de Vaugirard, la rue du Cherche-Midi.",12,42981,C01382
Falguière,Mairie d'Aubervilliers,"En tête, un double escalier montant pour les sorties place Camille Claudel, la rue de Vaugirard, la rue du Cherche-Midi.",12,42981,C01382
Félix Faure,Balard,"En tête, un escalier montant pour les sorties avenue Félix Faure, rue du Commerce, rue de l'Église.",8,42984,C01378
Félix Faure,Créteil - Pointe du Lac,"En queue, un escalier montant pour les sorties avenue Félix Faure, rue du Commerce, rue de l'Église.",8,42984,C01378
Filles du Calvaire,Créteil - Pointe du Lac,"En queue, un escalier montant dans le prolongement du quai pour les sorties boulevard des filles du Calvaire, musée Picasso, rue Amelot, cirque Divers.",8,58727,C01378
Fort d'Aubervilliers,Mairie d'Ivry - Villejuif,"Au premier tiers, un escalier montant, parallÃ¨le au quai, ouvert vers la queue pour les sorties avenue Jean JaurÃ¨s Aubervilliers, avenue Jean JaurÃ¨s Pantin, avenue de la division Leclerc, rue Danielle Casanova.
Ensuite un local technique rÃ©trÃ©cit le quai.
Au deuxiÃ¨me tiers, un escalator montant, parallÃ¨le au quai, ouvert vers la tÃªte pour les sorties avenue Jean JaurÃ¨s Aubervilliers, avenue Jean JaurÃ¨s Pantin, avenue de la division Leclerc, rue Danielle Casanova.",7,47891,C01377
Fort d'Aubervilliers,La Courneuve,"Au milieu, un escalier montant, parallÃ¨le au quai, ouvert vers la tÃªte pour les sorties avenue Jean JaurÃ¨s Aubervilliers, avenue Jean JaurÃ¨s Pantin, avenue de la division Leclerc, rue Danielle Casanova.
Ensuite un local technique rÃ©trÃ©cit le quai.
Au troisiÃ¨me tiers, un escalier montant, parallÃ¨le au quai, ouvert vers la queue pour les sorties avenue Jean JaurÃ¨s Aubervilliers, avenue Jean JaurÃ¨s Pantin, avenue de la division Leclerc, rue Danielle Casanova.",7,47891,C01377
Franklin D. Roosevelt,Château de Vincennes,"Au troisième tiers, perpendiculaire au quai, un couloir.
En queue, dans le prolongement du quai, un escalier montant.",1,43026,C01371
Franklin D. Roosevelt,La Défense Grande Arche,"En tête, dans le prolongement du quai, un couloir.
Au premier tiers, perpendiculaire au quai, un couloir.",1,43026,C01371
Franklin D. Roosevelt,Mairie de Montreuil,"Presque en tête, une boutique de vêtements.
Presque en queue, au milieu de la quatrième voiture, perpendiculaire au quai, un couloir, pour une sortie, et l'agence commerciale RATP.
En queue, dans le prolongement du quai, un escalier montant, pour la correspondance de la ligne 9.",9,43026,C01379
Franklin D. Roosevelt,Pont de Sèvres,"En tête, dans le prolongement du quai, un couloir, pour la ligne 9.
Au premier tiers, au niveau de la deuxième voiture, perpendiculaire au quai, un couloir, pour une sortie.",9,43026,C01379
Gaîté,Asnières-Genevilliers - Les Courtilles,"En queue, dans le prolongement du quai, légèrement en biais sur la gauche un couloir suivi d’un escalier montant pour les sorties rue Vercingétorix, l’hôpital Léopold-Bellan, avenue du Maine, rue Vandamme, rue de la Gaîté.",T1,43046,C01389
Gaîté,Châtillon - Montrouge,"En tête, dans le prolongement du quai, légèrement en biais sur la droite un couloir suivi d’un escalier montant pour les sorties rue Vercingétorix, l’hôpital Léopold-Bellan, avenue du Maine, rue Vandamme, rue de la Gaîté.",T6,43046,C01794
Gallieni Parc de Bagnolet,Galiéni,"Il s'agit d'un double quai avec les trains qui partent de la voie de gauche ou de droite.
En tête, dans le prolongement du quai, un pilier au milieu du quai avec de chaque côté un escalator montant, et de chaque côté des escalators un escalier montant pour les sorties parc de Bagnolet, la gare routière RATP, les bus et le centre commercial.
En queue, dans le prolongement du quai, un pilier au milieu du quai, avec de chaque côté un escalier montant pour la sortie Euroline.",3,478406,C01373
Gallieni Parc de Bagnolet,Pont de Levallois,"A la station, il y a 2 double quai et 4 voies.
En tête, dans le prolongement du quai, un piliers au milieu du quai avec de chaque côté un escalier montant pour la sortie Euroline.
En queue, dans le prolongement du quai, un pilier au milieu du quai, avec de chaque côté un escalator montant, et de chaque côté des escalators un escalier montant pour les sorties parc de Bagnolet, la gare routière RATP, les bus et le centre commercial.
Attention! Parfois le train ne va pas au garage et se positionne directement pour repartir vers Pont de Levallois. Dans ce cas, il faut inverser la description ci-dessus.",3,478406,C01373
Gambetta,Galiéni,"En tête, au-delà du premier wagon, un couloir dans le prolongement du quai pour les sorties place Martin Nadeau et rue Orfila.
Très au-delà de la queue du quai, un couloir perpendiculaire au quai pour la direction de Gallieni, les sorties vers la mairie du vingtième, l'hôpital Tenon, la place Gambetta et le cimetière du Père Lachaise.
Très au-delà de la queue du quai, dans le prolongement du quai, un couloir pour la direction de Porte des Lilas.
Note : La rame est beaucoup plus courte que le quai.",3,50540,C01373
Gambetta,Pont de Levallois,"En tête, très au-delà de la tête du train un couloir perpendiculaire au quai pour la direction de Porte des Lilas et les sorties vers la rue des Pyrénées, avenue Gambetta, avenue du Père Lachaise, l’hôpital Tenon, le cimetière du Père Lachaise et la mairie du vingtième.
En queue, un couloir perpendiculaire au quai pour les sorties par l'escalator place Martin Nadaud et la rue Orfila.
En queue dans le prolongement du quai, un couloir pour les mêmes sorties par l'escalier.
Note : La rame est beaucoup plus courte que le quai.",3,50540,C01373
Gambetta,Porte des Lilas,"Il s'agit d'un double quai.
En tête, très au-delà de la tête du train, un escalier montant dans le prolongement du quai pour la direction de Gallieni et les sorties.
En tête, sur le côté latéral droit de l’escalier, un couloir pour la direction de pont de Levallois.
Le quai est en courbe sur la gauche et il se rétrécit en queue.
Note : La rame est plus courte que le quai.",3B,50540,C01386
Gare d'Austerlitz,Bobigny,"Il s'agit d'un quai aérien.
En tête, un escalier descendant, parallèle au quai, ouverture vers la queue, pour la ligne 10, le RER C, et la sortie vers le muséum.
En queue, un escalier descendant, parallèle au quai, ouverture vers la tête, pour le RER C, les sorties vers la SNCF, les trains Ile de France, les bus et le quai d'Austerlitz.",5,43072,C01375
Gare d'Austerlitz,Boulogne,"En tête, un couloir perpendiculaire au quai pour la ligne 5 et le RER C.
Au troisième tiers un couloir perpendiculaire au quai pour la ligne 5, le RER C, les sorties vers la SNCF grandes lignes et le boulevard de l'Hôpital, par l'escalator.",10,43072,C01380
Gare d'Austerlitz,Place d'Italie,"Il s'agit d'un quai aérien.
En tête, un escalier parallèle au quai, ouverture vers la queue, pour le RER C, la SNCF, les trains Ile de France et les bus.
En queue, un escalier parallèle au quai, ouverture vers la tête, pour la ligne 10, le RER C et le muséum.",5,43072,C01375
Gare d'Austerlitz,"Champ de Mars, Pontoise, Versailles-rive gauche, St-Quentin","Il s'agit d'un double quai.
Si l'on regarde vers la tête, la voie 1 est à droite. Les trains roulent de la droite vers la gauche.
La voie 3 est à gauche. Les trains roulent de la gauche vers la droite.

Au premier tiers, un escalier descendant, parallèle au quai, ouvert vers la tête, pour les lignes 5, 10, la SNCF et les sorties.
Au milieu, un escalier descendant, parallèle au quai, ouvert vers la tête, pour les lignes 5, 10, la SNCF et les sorties.
Au troisième tiers, un ascenseur parallèle au quai, ouverture des portes vers la queue pour les lignes 5, 10, la SNCF et les sorties.
En queue des trains courts et au troisième tiers des trains longs, un escalator qui arrive du bas et un escalator descendant, ouverts vers la tête pour les lignes 5, 10, la SNCF et les sorties.",C,43072,C01727
Gare d'Austerlitz,"Choisy-le-Roi, Massy-Palaiseau, Dourdan, St-Martin d'Etampes, Versailles chantiers","Il s'agit d'un double quai.
Si l'on regarde vers la tête, la voie 2 est à droite et les trains roulent de droite vers la gauche; la voie 4 est à gauche et les trains roulent de gauche vers la droite.

En tête, un escalier descendant, parallèle au quai, ouvert vers la queue pour les lignes 5, 10 et les sorties.
Au premier tiers, un ascenseur, parallèle au quai, ouverture des portes vers la queue, pour les lignes 5, 10 et les sorties.
Au milieu, un escalator qui arrive du bas et à sa droite un escalier descendant, parallèles au quai, ouverture vers la queue pour les lignes 5, 10 et les sorties.
En queue des trains courts et au troisième tiers des trains long, un escalier descendant, parallèle au quai, ouverture vers la queue pour les lignes 5, 10 et les sorties.",C,43072,C01727
Gare de Genevilliers,Asnières-Genevilliers - Les Courtilles,"En queue, on va avoir le passage pour traverser les voies pour aller vers le RER C.
Lâ€™avenue du gÃ©nÃ©ral de Gaule longe les Voies sur la gauche en allant vers la queue.",T1,462332,C01389
Gare de Genevilliers,"Champ de Mars, Pontoise, Versailles-rive gauche, St-Quentin","En queue, dans le prolongement du quai, un escalator qui arrive du bas et Ã  sa gauche un double escalier descendant pour la direction du T1, gare de Gennevilliers et pour retourner vers Champ de Mars.",C,462332,C01727
Gare de Genevilliers,Pontoise,"En tÃªte, dans le prolongement du quai, un double escalier descendant et Ã  sa droite un escalator qui arrive du bas pour la direction du T1 Gennevilliers et pour retourner vers Pontoise.",C,462332,C01727
Gare de Genevilliers,Gare de Noisy-le-Sec,"Le tramway longe la place de la gare.
En tÃªte, on va avoir le passage pour traverser les voies pour la direction du T1 en direction de gare de Noisy-le-Sec.",T4,462332,C01843
Gare de l'Est Verdun,Bobigny,"En tête, un couloir perpendiculaire au quai.
A la fin du premier tiers, un couloir perpendiculaire au quai pour la ligne 4, les sorties rue du 11 novembre 1918, rue du faubourg saint Martinrue du 8 mai 1945 et boulevard de Strasbourg et la SNCF grandes lignes et île de France.
Au troisième tiers un couloir perpendiculaire au quai.
En queue, un couloir perpendiculaire au quai pour la ligne 7 et les sorties boulevard de Strasbourg, le terre-plein et le boulevard Magenta.",5,470519,C01375
Gare de l'Est Verdun,Mairie d'Ivry - Villejuif,"Il s'agit d'un double quai, séparé par des sièges, des escaliers parallèles et des passages perpendiculaires pour passer d'un quai à l'autre. Sur l'autre quai, on aura la direction de Bobigny.
En tête, des portes dans le prolongement du quai pour des sorties et la gare SNCF.
Au premier tiers, un passage perpendiculaire au quai pour des sorties et la gare SNCF.
A la fin du premier tiers, un passage perpendiculaire au quai, passage interdit.
Au début du deuxième tiers, un passage perpendiculaire au quai pour la direction de Bobigny.
Au milieu, un passage perpendiculaire au quai pour les voyageurs qui arrive de la direction de Bobigny.
Au Troisième tiers, un escalier parallèle au quai, ouvert vers la queue, avec un pilier au milieu, pour la ligne 4 et la direction de Mairie d'Ivry.
En queue, un escalier montant dans le prolongement du quai pour les sorties le terre-plein et le boulevard Magenta.",7,470519,C01377
Gare de l'Est Verdun,La Courneuve,"En tête, un escalier montant dans le prolongement du quai pour la ligne 5.
En tête, un couloir perpendiculaire au quai pour la ligne 4.
Au premier tiers, un couloir perpendiculaire au quai, passage interdit.
Au début du deuxième tiers, un couloir perpendiculaire au quai, passage interdit.
Juste en dessous un couloir perpendiculaire au quai pour la sortie rue d'Alsace et la gare SNCF.
Au troisième tiers, un couloir perpendiculaire au quai pour des sorties.
A la fin du troisième tiers, un escalier montant perpendiculaire au quai, passage interdit.
En queue, un escalier montant perpendiculaire au quai, passage interdit.",7,470519,C01377
Gare de l'Est Verdun,Place d'Italie,"Il s'agit d'un double quai, séparé par des sièges, des escaliers parallèles et des passages perpendiculaires pour passer d'un quai à l'autre. Sur l'autre quai, on aura la direction de La Courneuve.
En tête, un escalier montant dans le prolongement du quai pour les sorties le terre-plein et le boulevard Magenta.
Au premier tiers, un escalier parallèle au quai, ouvert vers la tête, avec un pilier au milieu, pour la ligne 4 et la direction de Mairie d'Ivry.
Au milieu, un passage perpendiculaire au quai pour la direction de La Courneuve.
A la fin du deuxième tiers, un passage perpendiculaire au quai pour les voyageurs qui arrivent de la direction de La Courneuve.
Au troisième tiers, un passage perpendiculaire au quai, passage interdit.
A la fin du troisième tiers un passage perpendiculaire au quai pour les sorties et la gare SNCF.
En queue, dans le prolongement du quai, des portes pour des sorties et la gare SNCF.",5,470519,C01375
Gare de l'Est Verdun,Porte de Clignancourt,"En tête, dans le prolongement du quai, un escalier montant pour la ligne 5, la direction de la Courneuve et les sorties boulevard de Strasbourg, le terre-plein et le Boulevard Magenta.
En tête, un escalier montant, perpendiculaire au quai, pour les voyageurs qui arrivent sur le quai.
Au premier tiers, un escalier montant pour les sorties.
Au début du troisième tiers, un couloir perpendiculaire au quai, séparé par un pilier pour la direction de Mairie d'Ivry la sortie rue d'Alsace et la gare SNCF.
Au troisième tiers, un couloir perpendiculaire au quai pour les voyageurs qui arrivent sur le quai.",4,470519,C01374
Gare de l'Est Verdun,Bagneux - Lucie Aubrac,"En tête, un couloir perpendiculaire au quai pour les voyageurs qui arrivent sur le quai.
A la fin du premier tiers, un couloir perpendiculaire au quai pour la direction de mairie d'Ivry, la sortie rue d'Alsace et la SNCF.
Au troisième tiers, un couloir perpendiculaire au quai pour les sorties.
En queue, un escalier montant, perpendiculaire au quai, pour les voyageurs qui arrivent sur le quai.
En queue, dans le prolongement du quai, un escalier montant pour la ligne 5, la direction de La Courneuve et les sorties boulevard de Strasbourg, le terre-plein et le Boulevard Magenta.",4,470519,C01374
Gare de Lyon,Olympiades,"En tête, un large escalier montant, avec un escalator montant à sa gauche et un escalator qui arrive du haut à sa droite, pour la ligne 1, la gare SNCF, les RER A et D et les sorties boulevard Diderot, rue de Bercy, rue Van Gogh et maison de la RATP.
Au milieu, un escalator et un escalier montants, parallèles au quai, ouverts vers la tête pour la ligne 1, les RER A, D, la gare SNCF et les sorties.
En queue, au-delà du dernier wagon, un ascenseur situé au centre du quai et parallèle au quai, ouverture de la porte face à la voie en direction de Saint-Lazare, pour la ligne 1, le RER A, et D, les bus et les sorties vers le ministère des finances et la rue Villiot.
En queue, très au-delà du dernier wagon, un large escalier montant, avec un escalator qui arrive du haut à sa gauche et un escalator montant à sa droite.
Note : le sens des escalators est susceptible d’être modifié en fonction des horaires et de l’affluence.",14,470195,C01384
Gare de Lyon,Château de Vincennes,"En tête, un large escalier montant séparé par une rampe centrale.
Au milieu, et au centre du quai, un escalier montant, parallèle au quai, ouvert vers la tête, pour la ligne 14, les R.E.R. A, D, la SNCF grandes lignes, les sorties Boulevard Diderot, rue Chale, les bus.
Au début du troisième tiers et au centre du quai, un escalier montant, parallèle au quai, ouvert vers la queue, pour la ligne 14, les R.E.R. A, D, la SNCF grandes lignes, les sorties Boulevard Diderot, rue Chale, les bus.
En queue, dans le prolongement du quai, le couloir est séparé en deux, avec à gauche des composteurs pour entrer, et à droite des portes automatiques pour les sorties rue Legraverend, rue de Chalon.

Des groupes de deux piliers, séparés de quelques mètres, coupent longitudinalement le quai en son centre.",1,470195,C01371
Gare de Lyon,La Défense Grande Arche,"En tête, dans le prolongement du quai, le couloir est séparé en deux avec sur la gauche des portes automatiques pour les sorties rue Legraverend, rue de Chalon, et à droite, séparés par une grille, des composteurs pour entrer.
Au milieu, Deux escaliers montent parallèlement contre le mur. Le plus en tête s’ouvre vers la tête, l’autre ouvre vers la queue.
En haut ils arrivent sur une passerelle séparée au centre par un muret.
Ils desservent la ligne 14, les R.E.R. A, D, la SNCF grandes lignes, les sorties Boulevard Diderot, rue Chale, les bus.
En queue, un escalier montant.

Des groupes de deux piliers, séparés de quelques mètres, coupent longitudinalement le quai en son centre.",1,470195,C01371
Gare de Lyon,Mairie de Saint-Ouen,"En tête, très au-delà du premier wagon, parallèle au quai, un large escalier montant, avec un escalator qui arrive du haut à sa gauche et un escalator montant à sa droite.
En tête, au-delà du premier wagon, un ascenseur situé au centre du quai et parallèle au quai, ouverture de la porte face à la voie en direction de Saint-Lazare, pour la ligne 1, le RER A, et D, les bus et les sorties vers le ministère des finances et la rue Villiot.
En queue, parallèles au quai, un large escalier montant, avec un escalator montant à sa gauche et un escalator qui arrive du haut à sa droite, pour la ligne 1, les RER A et D et les sorties boulevard Diderot, rue de Bercy, rue Van Gogh et maison de la RATP.",14,470195,C01384
Gare de Lyon,"Nanterre-Préfecture, St-Germain, Cergy, Poissy","Il s'agit d'un double quai, large d'environ vingt-cinq mètres, qui dessert sur une voie la direction de Nanterre-Préfecture et sur l'autre la direction de Vincennes.
Au centre du quai, un large couloir donne accès de chaque côté à des magasins et un ascenseur parallèle au quai, ouvert au centre, dos à la voie.
La position en tête de Nanterre-Préfecture correspond à celle en queue de la direction de Vincennes.
Les voies en direction de Nanterre-Préfecture sont sous les voies du RER D, voies 2 et 4, direction Orry-la-Ville, et les voies en direction de Vincennes sont sous le RER D, voies 1 et 3, direction de Villeneuve-Saint-Georges.
Des escalators et des escaliers longent symétriquement les deux voies. Ceux qui sont le plus proche de la voie en direction de Nanterre-Préfecture mènent aux lignes 1, 14, le RER D, voies 2 et 4, la SNCF grandes lignes et les sorties. Ceux qui sont le plus proche de la voie en direction de Vincennes mènent aux lignes 1, 14, les RER D, voies 1 et 3, la SNCF grandes lignes et les sorties.

Note : le sens des escalators peut être inversé.
Au-delà de la tête des trains courts et en tête des trains longs, un escalator qui arrive du haut, ouverture vers la queue.
Au-delà de la tête des trains courts et en tête des trains longs, un escalator et un escalier montants, ouverture vers la queue, pour le RER D, voie 1 et 3, direction de Villeneuve-Saint-Georges.
Juste avant l'avant des trains courts et au premier tiers des trains longs, un escalator qui arrive du haut et un escalator montant, ouverture vers la queue, pour la ligne 14, les bus et les sorties.
En tête des trains courts et au premier tiers des trains longs, un escalator qui arrive du haut et un escalator montant, ouverture vers la queue, pour la ligne 14, les bus, la SNCF et les sorties.
Au milieu, un escalator et un escalier montants, ouverture vers la queue, pour le RER D, voie 1 et 3.
Au milieu, un escalator qui arrive du haut et un escalator montant, ouverts vers la queue, pour le RER D, voie 1 et 3.
Au troisième tiers, un escalator montant, ouvert vers la tête.
Au troisième tiers, un ascenseur, parallèle au quai, dos à la voie, pour le RER D, voie 1 et3, les lignes 1 et 14.
En queue, un escalator qui arrive du haut et un escalator montant, ouverts vers la tête, pour la ligne 1, 14, les bus et les sorties.
En queue des trains courts et en queue des trains longs, un escalator qui arrive du haut et un escalator montants, ouverts vers la tête, pour les lignes 1, 14, les bus, la SNCF et les sorties.
Note : le sens des escalators est susceptible d’être modifié en fonction des horaires et de l’affluence.",A,470195,C01742
